0,0
60,1
120,2
182,3
245,5
309,6
373,7
439,8
505,9
572,10
640,11
709,13
779,14
849,15
921,16
993,17
1065,18
1139,19
1213,21
1289,22
1364,23
1441,24
1518,25
1596,26
1675,28
1754,29
1834,30
1914,31
1995,32
2077,33
2159,34
2242,36
2326,37
2409,38
2494,39
2579,40
2664,41
2750,42
2836,44
2922,45
3009,46
3096,47
3184,48
3272,49
3360,50
3448,52
3537,53
3626,54
3715,55
3804,56
3893,57
3982,58
4072,60
4161,61
4250,62
4339,63
4428,64
4517,65
4606,66
4694,68
4782,69
4870,70
