[7144, 650, 7076, 689, 7008, 709, 6940, 748, 6839, 768, 6754, 807, 6652, 847, 6551, 866, 6449, 906, 6330, 945, 6228, 985, 6110, 1024, 5991, 1064, 5873, 1103, 5754, 1142, 5635, 1182, 5534, 1221, 5415, 1261, 5296, 1320, 5178, 1359, 5044, 1399, 4906, 1438, 4768, 1497, 4630, 1536, 4512, 1596, 4374, 1635, 4236, 1694, 4118, 1733, 3980, 1793, 3862, 1832, 3724, 1891, 3605, 1931, 3467, 1990, 3349, 2029, 3231, 2088, 3113, 2147, 2995, 2187, 2876, 2246, 2758, 2285, 2640, 2344, 2541, 2403, 2423, 2443, 2325, 2502, 2206, 2541, 2108, 2600, 2009, 2640, 1911, 2699, 1812, 2738, 1714, 2798, 1615, 2837, 1536, 2896, 1438, 2817, 1359, 2876, 1261, 2955, 1182, 3014, 1103, 3073, 1024, 3133, 945, 3192, 866, 3251, 807, 3290, 729, 3330, 669, 3389, 610, 3428, 532, 3467, 472, 3507, 433, 3546]
[7178, 729, 7127, 748, 7042, 788, 6974, 807, 6889, 847, 6788, 886, 6686, 906, 6584, 945, 6483, 985, 6364, 1024, 6262, 1044, 6144, 1083, 6025, 1123, 5923, 1162, 5805, 1221, 5686, 1261, 5567, 1300, 5449, 1339, 5330, 1379, 5212, 1418, 5083, 1477, 4945, 1517, 4807, 1576, 4689, 1615, 4551, 1655, 4413, 1714, 4275, 1753, 4157, 1812, 4019, 1852, 3901, 1911, 3763, 1950, 3645, 2009, 3527, 2068, 3389, 2108, 3270, 2167, 3152, 2206, 3034, 2266, 2916, 2325, 2798, 2364, 2699, 2423, 2581, 2463, 2463, 2522, 2364, 2581, 2266, 2620, 2147, 2679, 2049, 2719, 1950, 2778, 1852, 2817, 1753, 2876, 1655, 2916, 1576, 2955, 1477, 2896, 1399, 2955, 1300, 3014, 1221, 3093, 1142, 3152, 1064, 3211, 985, 3270, 926, 3330, 847, 3369, 768, 3408, 709, 3448, 650, 3487, 591, 3527, 532, 3566, 472, 3605]
[7212, 807, 7161, 827, 7093, 847, 7008, 886, 6923, 926, 6822, 945, 6737, 985, 6618, 1024, 6517, 1044, 6415, 1083, 6296, 1123, 6178, 1162, 6076, 1201, 5957, 1241, 5839, 1280, 5720, 1320, 5601, 1359, 5483, 1418, 5364, 1458, 5245, 1497, 5123, 1556, 5004, 1596, 4866, 1635, 4729, 1694, 4591, 1733, 4453, 1793, 4334, 1832, 4197, 1891, 4078, 1931, 3940, 1990, 3822, 2029, 3684, 2088, 3566, 2128, 3448, 2187, 3330, 2246, 3192, 2285, 3073, 2344, 2975, 2384, 2857, 2443, 2738, 2502, 2620, 2541, 2522, 2600, 2403, 2640, 2305, 2699, 2206, 2738, 2088, 2798, 1990, 2837, 1891, 2896, 1793, 2935, 1714, 2995, 1615, 3034, 1517, 2975, 1438, 3034, 1359, 3093, 1280, 3152, 1182, 3231, 1103, 3290, 1044, 3349, 965, 3389, 886, 3448, 827, 3487, 748, 3527, 689, 3566, 630, 3605, 571, 3645, 512, 3684]
[7245, 866, 7195, 906, 7127, 926, 7042, 965, 6957, 985, 6873, 1024, 6771, 1064, 6669, 1083, 6551, 1123, 6449, 1162, 6330, 1201, 6228, 1241, 6110, 1280, 5991, 1320, 5873, 1359, 5754, 1399, 5635, 1438, 5517, 1477, 5415, 1536, 5296, 1576, 5178, 1615, 5044, 1674, 4906, 1714, 4768, 1753, 4630, 1812, 4512, 1852, 4374, 1911, 4236, 1950, 4118, 2009, 3980, 2049, 3862, 2108, 3743, 2167, 3605, 2206, 3487, 2266, 3369, 2305, 3251, 2364, 3133, 2423, 3014, 2463, 2896, 2522, 2778, 2561, 2679, 2620, 2561, 2679, 2463, 2719, 2344, 2778, 2246, 2817, 2147, 2876, 2049, 2916, 1950, 2975, 1852, 3014, 1753, 3054, 1655, 3113, 1576, 3054, 1477, 3113, 1399, 3172, 1320, 3231, 1241, 3310, 1162, 3369, 1083, 3428, 1004, 3467, 945, 3507, 866, 3566, 807, 3605, 729, 3645, 669, 3684, 610, 3724, 551, 3763]
[7296, 945, 7228, 965, 7161, 1004, 7093, 1024, 7008, 1064, 6906, 1103, 6805, 1123, 6703, 1162, 6601, 1201, 6483, 1241, 6381, 1280, 6262, 1320, 6144, 1359, 6025, 1399, 5923, 1438, 5805, 1477, 5686, 1517, 5567, 1556, 5449, 1615, 5330, 1655, 5212, 1694, 5083, 1733, 4945, 1793, 4827, 1832, 4689, 1891, 4551, 1931, 4413, 1990, 4295, 2029, 4157, 2088, 4039, 2128, 3901, 2187, 3783, 2226, 3665, 2285, 3527, 2344, 3408, 2384, 3290, 2443, 3172, 2482, 3054, 2541, 2935, 2600, 2837, 2640, 2719, 2699, 2600, 2738, 2502, 2798, 2384, 2857, 2285, 2896, 2187, 2955, 2088, 2995, 1990, 3034, 1891, 3093, 1793, 3133, 1714, 3192, 1615, 3113, 1536, 3192, 1438, 3251, 1359, 3310, 1280, 3369, 1201, 3448, 1123, 3507, 1044, 3546, 985, 3586, 906, 3625, 847, 3665, 788, 3724, 729, 3763, 669, 3783, 610, 3822]
[7330, 1024, 7279, 1044, 7212, 1083, 7127, 1103, 7042, 1142, 6940, 1162, 6856, 1201, 6737, 1241, 6635, 1280, 6534, 1320, 6415, 1339, 6296, 1379, 6195, 1418, 6076, 1458, 5957, 1517, 5839, 1556, 5720, 1596, 5601, 1635, 5483, 1674, 5364, 1733, 5245, 1773, 5142, 1812, 5004, 1871, 4866, 1911, 4729, 1970, 4591, 2009, 4472, 2068, 4334, 2108, 4216, 2167, 4078, 2206, 3960, 2266, 3822, 2305, 3704, 2364, 3586, 2423, 3448, 2463, 3330, 2522, 3211, 2561, 3093, 2620, 2995, 2679, 2876, 2719, 2758, 2778, 2660, 2817, 2541, 2876, 2443, 2916, 2344, 2975, 2226, 3014, 2128, 3073, 2029, 3113, 1931, 3172, 1852, 3211, 1753, 3270, 1655, 3192, 1576, 3270, 1497, 3330, 1399, 3389, 1320, 3448, 1241, 3527, 1182, 3566, 1103, 3625, 1024, 3665, 965, 3704, 886, 3743, 827, 3783, 768, 3822, 709, 3862, 650, 3901]
[7364, 1083, 7313, 1123, 7245, 1142, 7161, 1182, 7076, 1221, 6991, 1241, 6889, 1280, 6788, 1320, 6669, 1359, 6567, 1379, 6449, 1418, 6347, 1458, 6228, 1497, 6110, 1536, 5991, 1576, 5873, 1635, 5754, 1674, 5635, 1714, 5534, 1753, 5415, 1812, 5296, 1852, 5178, 1891, 5044, 1950, 4906, 1990, 4768, 2049, 4650, 2088, 4512, 2128, 4374, 2187, 4256, 2246, 4118, 2285, 4000, 2344, 3881, 2384, 3743, 2443, 3625, 2482, 3507, 2541, 3389, 2600, 3270, 2640, 3152, 2699, 3034, 2738, 2916, 2798, 2817, 2857, 2699, 2896, 2600, 2955, 2482, 2995, 2384, 3054, 2285, 3093, 2187, 3152, 2088, 3192, 1990, 3251, 1891, 3290, 1793, 3330, 1714, 3270, 1615, 3349, 1536, 3408, 1458, 3467, 1379, 3527, 1300, 3605, 1221, 3645, 1142, 3704, 1083, 3743, 1004, 3783, 945, 3822, 866, 3862, 807, 3901, 748, 3940, 689, 3980]
[7415, 1162, 7347, 1201, 7279, 1221, 7212, 1261, 7127, 1280, 7025, 1320, 6923, 1359, 6822, 1399, 6720, 1418, 6601, 1458, 6500, 1497, 6381, 1536, 6262, 1576, 6144, 1615, 6042, 1655, 5923, 1694, 5805, 1753, 5686, 1793, 5567, 1832, 5449, 1871, 5330, 1931, 5212, 1970, 5083, 2029, 4965, 2068, 4827, 2108, 4689, 2167, 4551, 2206, 4433, 2266, 4295, 2305, 4177, 2364, 4039, 2423, 3921, 2463, 3802, 2522, 3665, 2561, 3546, 2620, 3428, 2679, 3310, 2719, 3192, 2778, 3073, 2817, 2975, 2876, 2857, 2935, 2738, 2975, 2640, 3034, 2541, 3073, 2423, 3133, 2325, 3172, 2226, 3231, 2128, 3270, 2029, 3330, 1931, 3369, 1852, 3408, 1753, 3349, 1674, 3428, 1576, 3487, 1497, 3546, 1418, 3605, 1339, 3684, 1261, 3724, 1201, 3783, 1123, 3822, 1044, 3862, 985, 3901, 926, 3940, 866, 3980, 807, 4019, 748, 4059]
[7449, 1241, 7398, 1280, 7330, 1300, 7245, 1339, 7161, 1359, 7076, 1399, 6974, 1438, 6873, 1458, 6754, 1497, 6652, 1536, 6534, 1576, 6415, 1615, 6313, 1655, 6195, 1694, 6076, 1733, 5957, 1773, 5839, 1832, 5720, 1871, 5601, 1911, 5483, 1950, 5381, 2009, 5262, 2049, 5142, 2108, 5004, 2147, 4866, 2187, 4748, 2246, 4610, 2285, 4472, 2344, 4354, 2384, 4216, 2443, 4098, 2502, 3960, 2541, 3842, 2600, 3724, 2640, 3605, 2699, 3487, 2758, 3369, 2798, 3251, 2857, 3133, 2896, 3014, 2955, 2896, 3014, 2798, 3054, 2679, 3113, 2581, 3152, 2482, 3211, 2384, 3251, 2266, 3310, 2167, 3349, 2088, 3408, 1990, 3448, 1891, 3487, 1812, 3428, 1714, 3507, 1635, 3566, 1556, 3625, 1477, 3684, 1399, 3763, 1320, 3802, 1241, 3842, 1162, 3901, 1103, 3940, 1024, 3980, 965, 4019, 906, 4059, 847, 4098, 788, 4137]
[7500, 1320, 7432, 1339, 7364, 1379, 7296, 1418, 7195, 1438, 7110, 1477, 7008, 1517, 6906, 1536, 6805, 1576, 6686, 1615, 6584, 1655, 6466, 1694, 6347, 1733, 6228, 1773, 6110, 1812, 6008, 1852, 5889, 1911, 5771, 1950, 5652, 1990, 5534, 2029, 5415, 2088, 5296, 2128, 5178, 2187, 5044, 2226, 4926, 2266, 4788, 2325, 4650, 2364, 4532, 2423, 4394, 2463, 4275, 2522, 4137, 2581, 4019, 2620, 3881, 2679, 3763, 2719, 3645, 2778, 3527, 2837, 3408, 2876, 3290, 2935, 3172, 2975, 3054, 3034, 2955, 3093, 2837, 3133, 2738, 3192, 2620, 3231, 2522, 3290, 2423, 3330, 2325, 3389, 2226, 3428, 2128, 3487, 2029, 3527, 1950, 3566, 1852, 3527, 1773, 3586, 1674, 3645, 1596, 3704, 1517, 3783, 1438, 3842, 1359, 3881, 1280, 3921, 1221, 3980, 1142, 4019, 1083, 4059, 1024, 4098, 965, 4137, 906, 4177, 847, 4216]
[7534, 1399, 7483, 1418, 7415, 1458, 7330, 1477, 7245, 1517, 7144, 1556, 7059, 1596, 6940, 1615, 6839, 1655, 6737, 1694, 6618, 1733, 6500, 1773, 6398, 1812, 6279, 1852, 6161, 1891, 6042, 1931, 5923, 1990, 5805, 2029, 5686, 2068, 5567, 2108, 5449, 2167, 5347, 2206, 5228, 2266, 5103, 2305, 4965, 2344, 4827, 2403, 4709, 2443, 4571, 2502, 4453, 2561, 4315, 2600, 4197, 2660, 4059, 2699, 3940, 2758, 3822, 2798, 3704, 2857, 3566, 2916, 3448, 2955, 3349, 3014, 3231, 3054, 3113, 3113, 2995, 3172, 2896, 3211, 2778, 3270, 2679, 3310, 2581, 3369, 2463, 3408, 2364, 3467, 2266, 3507, 2167, 3566, 2088, 3605, 1990, 3645, 1891, 3605, 1812, 3665, 1733, 3724, 1635, 3783, 1556, 3862, 1477, 3921, 1418, 3960, 1339, 4000, 1261, 4059, 1201, 4098, 1123, 4137, 1064, 4177, 1004, 4216, 945, 4256, 886, 4295]
[7584, 1477, 7517, 1497, 7449, 1536, 7381, 1556, 7279, 1596, 7195, 1635, 7093, 1674, 6991, 1694, 6889, 1733, 6771, 1773, 6669, 1812, 6551, 1852, 6432, 1891, 6313, 1931, 6195, 1970, 6076, 2009, 5974, 2068, 5856, 2108, 5737, 2147, 5618, 2187, 5500, 2246, 5381, 2285, 5262, 2344, 5142, 2384, 5024, 2443, 4886, 2482, 4748, 2541, 4630, 2581, 4492, 2640, 4374, 2679, 4236, 2738, 4118, 2778, 3980, 2837, 3862, 2896, 3743, 2935, 3625, 2995, 3507, 3034, 3389, 3093, 3270, 3152, 3152, 3192, 3054, 3251, 2935, 3290, 2837, 3349, 2719, 3389, 2620, 3448, 2522, 3487, 2423, 3546, 2325, 3586, 2226, 3645, 2128, 3684, 2029, 3724, 1950, 3684, 1852, 3743, 1773, 3802, 1694, 3881, 1615, 3940, 1536, 4000, 1458, 4039, 1379, 4098, 1320, 4137, 1241, 4177, 1182, 4216, 1123, 4256, 1044, 4295, 985, 4334, 945, 4374]
[7618, 1556, 7567, 1576, 7500, 1615, 7415, 1635, 7330, 1674, 7228, 1714, 7127, 1753, 7025, 1773, 6923, 1812, 6822, 1852, 6703, 1891, 6584, 1931, 6483, 1970, 6364, 2009, 6245, 2049, 6127, 2108, 6008, 2147, 5889, 2187, 5771, 2226, 5652, 2285, 5534, 2325, 5415, 2364, 5313, 2423, 5195, 2463, 5064, 2522, 4926, 2561, 4807, 2620, 4669, 2660, 4532, 2719, 4413, 2758, 4295, 2817, 4157, 2857, 4039, 2916, 3921, 2975, 3783, 3014, 3665, 3073, 3546, 3113, 3428, 3172, 3330, 3231, 3211, 3270, 3093, 3330, 2995, 3369, 2876, 3428, 2778, 3467, 2679, 3527, 2561, 3566, 2463, 3625, 2364, 3665, 2266, 3724, 2187, 3763, 2088, 3802, 1990, 3763, 1911, 3822, 1832, 3901, 1733, 3960, 1655, 4019, 1576, 4078, 1517, 4118, 1438, 4177, 1359, 4216, 1300, 4256, 1221, 4295, 1162, 4334, 1103, 4374, 1044, 4413, 985, 4453]
[7669, 1635, 7601, 1655, 7534, 1694, 7466, 1733, 7364, 1753, 7279, 1793, 7178, 1832, 7076, 1852, 6974, 1891, 6856, 1931, 6754, 1970, 6635, 2009, 6517, 2049, 6398, 2088, 6279, 2128, 6161, 2187, 6059, 2226, 5940, 2266, 5822, 2305, 5703, 2364, 5584, 2403, 5466, 2443, 5347, 2502, 5228, 2541, 5123, 2600, 4985, 2640, 4847, 2699, 4729, 2738, 4591, 2798, 4453, 2837, 4334, 2896, 4216, 2955, 4078, 2995, 3960, 3054, 3842, 3093, 3724, 3152, 3605, 3211, 3487, 3251, 3369, 3310, 3251, 3349, 3152, 3408, 3034, 3467, 2935, 3507, 2817, 3566, 2719, 3605, 2620, 3665, 2522, 3704, 2423, 3743, 2325, 3802, 2226, 3842, 2128, 3901, 2049, 3842, 1950, 3921, 1871, 3980, 1793, 4039, 1714, 4098, 1635, 4157, 1556, 4197, 1477, 4256, 1418, 4295, 1339, 4334, 1280, 4374, 1221, 4413, 1142, 4453, 1083, 4492, 1044, 4532]
[7703, 1714, 7652, 1733, 7584, 1773, 7500, 1812, 7415, 1832, 7313, 1871, 7228, 1911, 7110, 1950, 7008, 1970, 6906, 2009, 6788, 2049, 6669, 2088, 6567, 2128, 6449, 2167, 6330, 2226, 6212, 2266, 6093, 2305, 5974, 2344, 5856, 2403, 5737, 2443, 5618, 2482, 5517, 2541, 5398, 2581, 5279, 2640, 5161, 2679, 5024, 2719, 4906, 2778, 4768, 2837, 4650, 2876, 4512, 2935, 4394, 2975, 4256, 3034, 4137, 3073, 4019, 3133, 3881, 3192, 3763, 3231, 3645, 3290, 3527, 3330, 3428, 3389, 3310, 3448, 3192, 3487, 3093, 3546, 2975, 3586, 2876, 3645, 2778, 3684, 2660, 3743, 2561, 3783, 2463, 3842, 2364, 3881, 2285, 3921, 2187, 3980, 2088, 3940, 2009, 4000, 1931, 4059, 1832, 4118, 1753, 4177, 1674, 4236, 1615, 4295, 1536, 4334, 1458, 4374, 1399, 4413, 1320, 4453, 1261, 4492, 1201, 4532, 1142, 4571, 1083, 4610]
[7754, 1793, 7686, 1832, 7618, 1852, 7551, 1891, 7449, 1911, 7364, 1950, 7262, 1990, 7161, 2029, 7059, 2068, 6940, 2088, 6839, 2128, 6720, 2167, 6601, 2226, 6483, 2266, 6364, 2305, 6262, 2344, 6144, 2384, 6025, 2423, 5906, 2482, 5788, 2522, 5669, 2561, 5551, 2620, 5432, 2660, 5313, 2719, 5212, 2758, 5083, 2817, 4945, 2857, 4827, 2916, 4689, 2955, 4571, 3014, 4433, 3054, 4315, 3113, 4177, 3172, 4059, 3211, 3940, 3270, 3822, 3310, 3704, 3369, 3586, 3428, 3467, 3467, 3349, 3527, 3251, 3566, 3133, 3625, 3034, 3665, 2916, 3724, 2817, 3783, 2719, 3822, 2620, 3862, 2522, 3921, 2423, 3960, 2325, 4019, 2246, 4059, 2147, 4019, 2068, 4078, 1970, 4137, 1891, 4216, 1812, 4275, 1733, 4334, 1655, 4374, 1576, 4413, 1517, 4453, 1438, 4492, 1379, 4532, 1320, 4571, 1241, 4610, 1182, 4650, 1142, 4689]
[7788, 1871, 7737, 1911, 7669, 1931, 7584, 1970, 7500, 2009, 7398, 2029, 7313, 2068, 7212, 2108, 7093, 2147, 6991, 2187, 6873, 2226, 6754, 2266, 6652, 2305, 6534, 2344, 6415, 2384, 6296, 2423, 6178, 2463, 6059, 2522, 5940, 2561, 5822, 2600, 5720, 2660, 5601, 2699, 5483, 2738, 5364, 2798, 5245, 2837, 5123, 2896, 5004, 2935, 4866, 2995, 4748, 3054, 4610, 3093, 4492, 3152, 4354, 3192, 4236, 3251, 4118, 3290, 4000, 3349, 3881, 3408, 3763, 3448, 3645, 3507, 3527, 3546, 3408, 3605, 3290, 3665, 3192, 3704, 3073, 3763, 2975, 3802, 2876, 3862, 2758, 3901, 2660, 3960, 2561, 4000, 2482, 4039, 2384, 4098, 2285, 4137, 2206, 4098, 2108, 4157, 2029, 4236, 1950, 4295, 1852, 4354, 1793, 4413, 1714, 4453, 1635, 4492, 1556, 4532, 1497, 4571, 1418, 4630, 1359, 4669, 1300, 4689, 1241, 4729, 1182, 4768]
